Code,Year,GDP Per Capita
IDN,2020,11515.681
IRN,2020,14432.362
IRQ,2020,8848.118
IRL,2020,91791.44
ISR,2020,39680.664
ITA,2020,39093.523
JAM,2020,9206.292
JPN,2020,40044.508
JOR,2020,9231.036
KAZ,2020,25361.508
KEN,2020,4497.363
KIR,2020,1897.0619
OWID_KOS,2020,10706.511
KWT,2020,43922.63
KGZ,2020,4790.6587
LAO,2020,7763.9487
,2020,14976.215
LVA,2020,29575.568
LBN,2020,13791.2705
LSO,2020,2225.253
LBR,2020,1383.8281
LBY,2020,15621
LTU,2020,37179.766
,2020,1937.6377
,2020,6541.0605
LUX,2020,112274.82
MAC,2020,54916.156
MDG,2020,1436.2069
MWI,2020,1489.6014
MYS,2020,25852.19
MDV,2020,13809.354
MLI,2020,2123.8281
MLT,2020,41753.812
MHL,2020,5724.7295
MRT,2020,5236.41
MUS,2020,20231.852
MEX,2020,18639.662
FSM,2020,3420.516
,2020,15582.67
,2020,11222.781
MDA,2020,11848.899
MNG,2020,11666.779
MNE,2020,18259.084
MAR,2020,7546.7163
MOZ,2020,1237.946
MMR,2020,4708.5596
NAM,2020,9041.77
NRU,2020,10812.89
NPL,2020,3761.8027
NLD,2020,54275.004
NZL,2020,42052.14
NIC,2020,5230.574
NER,2020,1214.541
NGA,2020,4865.087
,2020,58725.46
MKD,2020,15779.787
NOR,2020,63776.16
OMN,2020,33098.21
PAK,2020,5004.352
PLW,2020,16404.549
PSE,2020,5402.5386
PAN,2020,26606.295
PNG,2020,3741.6616
PRY,2020,13317.321
PER,2020,11187.344
PHL,2020,7773.2603
POL,2020,32546.826
PRT,2020,32011.324
PRI,2020,32437.965
QAT,2020,89019.07
ROU,2020,29057.408
RUS,2020,26586.555
RWA,2020,2066.4717
KNA,2020,26678.33
LCA,2020,11651.172
VCT,2020,13690.9
WSM,2020,6062.4717
SMR,2020,56364.215
STP,2020,3507.3613
SAU,2020,44770.91
SEN,2020,3384.442
SRB,2020,18262.799
SYC,2020,26704.926
SLE,2020,1586.355
SGP,2020,94910.1
SXM,2020,36991.777
SVK,2020,30960.959
SVN,2020,37155.023
SLB,2020,2469.1743
SOM,2020,1456.6559
ZAF,2020,12866.569
,2020,5937.8115
KOR,2020,42396.76
ESP,2020,36051.418
LKA,2020,12939.44
,2020,3665.7354
SDN,2020,3874.8003
SUR,2020,15328.997
SWE,2020,51331.28
CHE,2020,67928.195
TJK,2020,3651.9426
TZA,2020,2552.5469
THA,2020,16865.549
TGO,2020,2058.565
TON,2020,6357.07
TTO,2020,23392.992
TUN,2020,10040.124
TUR,2020,28726.191
TKM,2020,14269.641
TCA,2020,18474.865
TUV,2020,4577.966
UGA,2020,2240.4902
UKR,2020,12407.79
ARE,2020,67668.29
GBR,2020,41895.824
USA,2020,60158.91
,2020,16490.66
URY,2020,22073.375
UZB,2020,7407.7275
VUT,2020,2848.9702
VNM,2020,10450.621
OWID_WRL,2020,16213.376
ZMB,2020,3183.651
ZWE,2020,1990.3195
AFG,2021,1516.2733
ALB,2021,14596.016
DZA,2021,11029.139
AGO,2021,5911.8354
ATG,2021,20501.162
ARG,2021,21599.797
ARM,2021,14206.545
ABW,2021,37333.516
AUS,2021,49609.23
AUT,2021,53817.305
AZE,2021,14433.904
BHS,2021,30463.084
BHR,2021,49754.047
BGD,2021,5911.013
BRB,2021,13869.242
BLR,2021,19872.693
BEL,2021,52174.906
BLZ,2021,8826.859
BEN,2021,3321.552
BMU,2021,78570.49
BTN,2021,11595.684
BOL,2021,8052.6
BIH,2021,15893.156
BWA,2021,14906.897
BRA,2021,14735.582
BRN,2021,60127.023
BGR,2021,24386.18
BFA,2021,2176.0933
BDI,2021,714.0667
KHM,2021,4354.5654
CMR,2021,3689.359
CAN,2021,48356.332
CPV,2021,6356.745
CYM,2021,69400.67
CAF,2021,838.19293
TCD,2021,1425.4945
CHL,2021,25412.752
CHN,2021,17657.656
COL,2021,14661.213
COM,2021,3228.5269
COG,2021,3700.27
CRI,2021,21220.162
CIV,2021,5316.464
HRV,2021,32060.504
CUW,2021,21090.889
CYP,2021,43417.27
CZE,2021,40744.457
COD,2021,1073.6433
DNK,2021,58802.96
DJI,2021,4905.192
DMA,2021,10899.414
DOM,2021,18626.078
,2021,18645.273
TLS,2021,5038.926
ECU,2021,10668.758
EGY,2021,12180.451
SLV,2021,9190.174
GNQ,2021,14730.601
EST,2021,38717.695
SWZ,2021,9086.701
ETH,2021,2319.1611
,2021,35683.46
,2021,44410.605
FJI,2021,10379.567
FIN,2021,48614.82
FRA,2021,44941.438
GAB,2021,13822.509
GMB,2021,2076.5664
GEO,2021,15486.659
DEU,2021,53395.65
GHA,2021,5420.792
GRC,2021,29630.93
GRD,2021,13688.298
GTM,2021,8927.302
GIN,2021,2640.3442
GNB,2021,1831.3832
GUY,2021,21925.223
HTI,2021,2881.1765
,2021,50378.188
HND,2021,5572.177
HKG,2021,60037.445
HUN,2021,33583.785
ISL,2021,53135.953
IND,2021,6677.185
IDN,2021,11859.437
IRN,2021,15004.6875
IRQ,2021,8786.582
IRL,2021,104671.875
ISR,2021,42379.156
ITA,2021,42562.555
JAM,2021,9605.191
JPN,2021,41258.71
JOR,2021,9380.045
KAZ,2021,26110.53
KEN,2021,4745.637
KIR,2021,2007.987
OWID_KOS,2021,11884.182
KWT,2021,45579.688
KGZ,2021,4910.0864
LAO,2021,7846.975
,2021,15956.927
LVA,2021,31833.842
LBN,2021,12986.913
LSO,2021,2239.3052
LBR,2021,1423.2296
LBY,2021,20273.88
LTU,2021,39432.402
,2021,1921.8851
,2021,6865.1377
LUX,2021,118510
MAC,2021,66820.91
MDG,2021,1482.3761
MWI,2021,1491.1337
MYS,2021,26407.316
MDV,2021,18757.78
MLI,2021,2120.6233
MLT,2021,46598.96
MHL,2021,5976.0303
MRT,2021,5142.2812
MUS,2021,20915.217
MEX,2021,19617.76
FSM,2021,3320.9114
,2021,16066.921
,2021,11907.978
MDA,2021,13703.939
MNG,2021,11668.431
MNE,2021,20710.535
MAR,2021,8065.986
MOZ,2021,1231.8641
MMR,2021,4113.8936
NAM,2021,9208.583
NRU,2021,10989.622
NPL,2021,3853.6802
NLD,2021,57334.703
NZL,2021,44041.902
NIC,2021,5692.035
NER,2021,1186.53
NGA,2021,4922.6323
,2021,62061.168
MKD,2021,16708.598
NOR,2021,65915.53
OMN,2021,34294.766
PAK,2021,5233.4595
PLW,2021,14112.668
PSE,2021,5641.0444
PAN,2021,30416.793
PNG,2021,3637.9133
PRY,2021,13676.391
PER,2021,12533.842
PHL,2021,8095.5796
POL,2021,34944.04
PRT,2021,33636.44
PRI,2021,32766.666
QAT,2021,92895.34
ROU,2021,30946.277
RUS,2021,28057.031
RWA,2021,2237.514
KNA,2021,26460.477
LCA,2021,13045.966
VCT,2021,13839.464
WSM,2021,5534.566
SMR,2021,61609.01
STP,2021,3502.4353
SAU,2021,46768.434
SEN,2021,3511.6375
SRB,2021,19860.31
SYC,2021,27928.373
SLE,2021,1614.8599
SGP,2021,107741.12
SXM,2021,38360.527
SVK,2021,32512.695
SVN,2021,40104.36
SLB,2021,2397.3228
SOM,2021,1458.2279
ZAF,2021,13337.79
,2021,6361.804
KOR,2021,44299.91
ESP,2021,38319.29
LKA,2021,13250.63
,2021,3726.195
SDN,2021,3701.069
SUR,2021,14811.24
SWE,2021,54160.367
CHE,2021,71044.87
TJK,2021,3910.4626
TZA,2021,2584.3977
THA,2021,17087.21
TGO,2021,2130.859
TON,2021,6142.9634
TTO,2021,23036.256
TUN,2021,10395.913
TUR,2021,31722.16
TKM,2021,14696.823
TCA,2021,19763.545
TUV,2021,4604.402
UGA,2021,2246.414
UKR,2021,12949.326
ARE,2021,70028.02
GBR,2021,45567.57
USA,2021,63635.824
,2021,17634.266
URY,2021,23257.256
UZB,2021,7800.5015
VUT,2021,2800.494
VNM,2021,10628.22
OWID_WRL,2021,17091.352
ZMB,2021,3287.4204
ZWE,2021,2115.1445
ALB,2022,15492.067
DZA,2022,11198.233
AGO,2022,5906.1157
ATG,2022,22321.87
ARG,2022,22461.441
ARM,2022,16057.007
ABW,2022,41273.613
AUS,2022,51090.26
AUT,2022,55867.184
AZE,2022,15094.284
BHS,2022,34663.496
BHR,2022,51854.715
BGD,2022,6263.0044
BRB,2022,15417.297
BLR,2022,19092.111
BEL,2022,53287.152
BLZ,2022,9473.706
BEN,2022,3435.1716
BMU,2022,81165.65
BOL,2022,8244.235
BIH,2022,16737.227
BWA,2022,15518.651
BRA,2022,15093.465
BRN,2022,58669.902
BGR,2022,26961.291
BFA,2022,2158.8584
BDI,2022,708.1783
KHM,2022,4533.8643
CMR,2022,3723.5322
CAN,2022,49296.38
CPV,2022,7379.2476
CYM,2022,71353.89
CAF,2022,823.9822
TCD,2022,1412.6708
CHL,2022,25886.121
CHN,2022,18187.842
COL,2022,15616.752
COM,2022,3245.7688
COG,2022,3670.1997
CRI,2022,22070.922
CIV,2022,5537.3696
HRV,2022,34302.348
CUW,2022,23114.951
CYP,2022,44996.316
CZE,2022,41052.348
COD,2022,1132.6542
DNK,2022,59935.12
DJI,2022,4989.4087
DMA,2022,11463.598
DOM,2022,19338.016
,2022,19194.568
TLS,2022,3943.0925
ECU,2022,10859.218
EGY,2022,12780.76
SLV,2022,9396.014
GNQ,2022,14918.297
EST,2022,37711.82
SWZ,2022,9058.583
ETH,2022,2381.1658
,2022,36711.48
,2022,45977.418
FJI,2022,12388.108
FIN,2022,49275.152
FRA,2022,45904.41
GAB,2022,13939.787
GMB,2022,2113.6147
GEO,2022,17078.342
DEU,2022,53969.625
GHA,2022,5480.33
GRC,2022,31704.426
GRD,2022,14462.937
GTM,2022,9162.053
GIN,2022,2699.129
GNB,2022,1855.1119
GUY,2022,35634.688
HTI,2022,2799.1125
,2022,51743.68
HND,2022,5709.124
HKG,2022,58478.883
HUN,2022,35356.777
ISL,2022,55567.438
IND,2022,7112.0396
IDN,2022,12409.759
IRN,2022,15461.079
IRQ,2022,9199.0205
IRL,2022,112445.42
ISR,2022,44393.3
ITA,2022,44292.19
JAM,2022,10107.865
JPN,2022,41837.91
JOR,2022,9490.667
KAZ,2022,26093.295
KEN,2022,4881.5317
KIR,2022,2002.7183
OWID_KOS,2022,12675.068
KWT,2022,49400.355
KGZ,2022,5070.1504
LAO,2022,7947.6587
,2022,16484.42
LVA,2022,32992.383
LSO,2022,2240.3394
LBR,2022,1460.9233
LBY,2022,19796.588
LTU,2022,39955.246
,2022,1949.1239
,2022,7137.511
LUX,2022,117746.99
MAC,2022,51840.14
MDG,2022,1502.4822
MWI,2022,1466.8794
MYS,2022,28383.62
MDV,2022,21271.318
MLI,2022,2132.6233
MLT,2022,48641.85
MHL,2022,6004.343
MRT,2022,5330.2144
MUS,2022,22841.35
MEX,2022,20254.781
FSM,2022,3263.6653
,2022,16772.773
,2022,12264.593
MDA,2022,13308.417
MNG,2022,12073.245
MNE,2022,22108.73
MAR,2022,8083.365
MOZ,2022,1250.7725
MMR,2022,4249.876
NAM,2022,9762.777
NRU,2022,11024.343
NPL,2022,4001.7
NLD,2022,59249.168
NZL,2022,45185.312
NIC,2022,5822.3535
NER,2022,1274.6417
NGA,2022,4963.16
,2022,63023.21
MKD,2022,17128.76
NOR,2022,67296.16
OMN,2022,35336.895
PAK,2022,5376.967
PSE,2022,5722.409
PAN,2022,33266.477
PNG,2022,3752.945
PRY,2022,13531.396
PER,2022,12743.942
PHL,2022,8581.9375
POL,2022,37706.605
PRT,2022,35767.723
PRI,2022,34297.934
QAT,2022,96557.81
ROU,2022,32495.908
RUS,2022,27450.45
RWA,2022,2364.802
KNA,2022,28770.139
LCA,2022,15100.286
VCT,2022,14572.607
WSM,2022,5155.62
STP,2022,3438.8599
SAU,2022,50188.297
SEN,2022,3564.6282
SRB,2022,20885.889
SYC,2022,25205.736
SLE,2022,1634.7638
SGP,2022,108036.11
SXM,2022,41942.918
SVK,2022,33176.184
SVN,2022,41015.227
SLB,2022,2247.785
SOM,2022,1448.5568
ZAF,2022,13478.754
,2022,6719.767
KOR,2022,45560.125
ESP,2022,40223.01
LKA,2022,12200.138
,2022,3767.1772
SDN,2022,3570.6074
SUR,2022,15047.614
SWE,2022,55359.344
CHE,2022,72278.21
TJK,2022,4137.278
TZA,2022,2623.8616
THA,2022,17507.621
TGO,2022,2202.7268
TTO,2022,23295.547
TUN,2022,10569.051
TUR,2022,33149.5
TKM,2022,14740.01
TCA,2022,20718.389
TUV,2022,4591.3306
UGA,2022,2280.0737
UKR,2022,10731.44
ARE,2022,74917.67
GBR,2022,47587.168
USA,2022,64623.125
,2022,18129.36
URY,2022,24426.66
UZB,2022,8073.2104
VUT,2022,2785.9038
VNM,2022,11396.531
OWID_WRL,2022,17527.19
ZMB,2022,3365.8738
ZWE,2022,2207.957
