Code,Year,GDP Per Capita,,
ISL,1992,26859.281,,
IND,1992,2115.2573,,
IDN,1992,4536.4097,,
IRN,1992,7036.315,,
IRQ,1992,2046.1809,,
IRL,1992,20032.719,,
ISR,1992,21531.596,,
ITA,1992,26960.611,,
JAM,1992,6292.029,,
JPN,1992,30977.814,,
JOR,1992,6456.123,,
KAZ,1992,10012.611,,
KEN,1992,1724.8744,,
KWT,1992,12965.067,,
KGZ,1992,4362.113,,
LAO,1992,1563.9058,,
LVA,1992,9411.195,,
LBN,1992,4618.0054,,
LSO,1992,1914.6238,,
LBR,1992,915.1206,,
LBY,1992,6113.3535,,
LTU,1992,10240.939,,
LUX,1992,39231.594,,
MDG,1992,1152.6461,,
MWI,1992,802.9305,,
MYS,1992,9383.933,,
MLI,1992,1115.406,,
MLT,1992,14341.302,,
MRT,1992,1559.9049,,
MUS,1992,12002.38,,
MEX,1992,10262.211,,
MDA,1992,5546.366,,
MNG,1992,1841.0125,,
MNE,1992,4605.299,,
MAR,1992,4194.447,,
MOZ,1992,1482.4166,,
MMR,1992,1283.8254,,
NAM,1992,5532.6724,,
NPL,1992,1374.6611,,
NLD,1992,28555.732,,
NZL,1992,21093.06,,
NIC,1992,2163.4165,,
NER,1992,785.2636,,
NGA,1992,1793.9402,,
PRK,1992,2120.5461,,
MKD,1992,7991.5977,,
NOR,1992,33041.207,,
OMN,1992,12251.157,,
PAK,1992,2732.3816,,
PSE,1992,5410.625,,
PAN,1992,8148.6313,,
PRY,1992,5186.564,,
PER,1992,4698.483,,
PHL,1992,3399.2427,,
POL,1992,7873.925,,
PRT,1992,18598.527,,
PRI,1992,18290.732,,
QAT,1992,15042.123,,
ROU,1992,4818.304,,
RUS,1992,10487.548,,
RWA,1992,1301.689,,
LCA,1992,5737.2886,,
STP,1992,2185.4644,,
SAU,1992,17905.28,,
SEN,1992,1942.9268,,
SRB,1992,6567.67,,
SYC,1992,9304.808,,
SLE,1992,1354.9681,,
SGP,1992,24775.57,,
SVK,1992,9838.615,,
SVN,1992,15462.71,,
ZAF,1992,5901.9844,,
KOR,1992,15712.002,,
ESP,1992,20329.168,,
LKA,1992,4020.974,,
SWE,1992,27198.53,,
CHE,1992,34356.8,,
SYR,1992,10002.276,,
TWN,1992,18101.332,,
TJK,1992,2832.7034,,
TZA,1992,895.4806,,
THA,1992,8409.0205,,
TGO,1992,1181.8712,,
TTO,1992,14195.952,,
TUN,1992,5789.955,,
TUR,1992,9150.435,,
TKM,1992,4587.7637,,
OWID_USS,1992,8977.548,,
UGA,1992,934.82623,,
UKR,1992,8130.277,,
GBR,1992,25790.186,,
USA,1992,37240.3,,
URY,1992,11349.542,,
UZB,1992,5530.4785,,
VEN,1992,14901.616,,
VNM,1992,1792.6708,,
YEM,1992,3759.7183,,
OWID_YGS,1992,6506.902,,
ZMB,1992,1308.8517,,
ZWE,1992,1971.4456,,
AFG,1993,578.4028,,
ALB,1993,3137.024,,
DZA,1993,4816.924,,
AGO,1993,1080.4806,,
ARG,1993,12926.795,,
ARM,1993,4130.1475,,
AUS,1993,28622.477,,
AUT,1993,28101.229,,
AZE,1993,4315.357,,
BHR,1993,9102.066,,
BGD,1993,1095.6564,,
BRB,1993,11343.598,,
BLR,1993,9077.44,,
BEL,1993,27857.25,,
BEN,1993,1791.9633,,
BOL,1993,3670.2744,,
BIH,1993,2831.0393,,
BWA,1993,5787.1143,,
BRA,1993,8166.2354,,
BGR,1993,7959.1636,,
BFA,1993,1240.1422,,
BDI,1993,1075.6154,,
KHM,1993,1384.2925,,
CMR,1993,1677.14,,
CAN,1993,29657.574,,
CPV,1993,2159.2202,,
CAF,1993,933.0602,,
TCD,1993,680.80054,,
CHL,1993,12296.926,,
CHN,1993,3506.48,,
COL,1993,8180.8706,,
COM,1993,1210.6353,,
COG,1993,3874.1697,,
CRI,1993,8363.483,,
CIV,1993,1983.2335,,
HRV,1993,8739.54,,
CUB,1993,2657.466,,
CYP,1993,16439.24,,
CZE,1993,12974.197,,
OWID_CZS,1993,11879.809,,
COD,1993,563.71094,,
DNK,1993,30649.537,,
DJI,1993,2290.7847,,
DMA,1993,4339.817,,
DOM,1993,4490.016,,
ECU,1993,6770.1787,,
EGY,1993,4542.6323,,
SLV,1993,4052.9578,,
GNQ,1993,2880.204,,
EST,1993,12207.185,,
SWZ,1993,3982.2793,,
ETH,1993,699.22723,,
FIN,1993,23943.744,,
,1993,1374.3846,,
FRA,1993,28336.16,,
GAB,1993,8551.059,,
GMB,1993,1385.5908,,
GEO,1993,3792.6177,,
DEU,1993,27250.701,,
GHA,1993,1791.1127,,
GRC,1993,16331.314,,
GTM,1993,5382.9785,,
GIN,1993,862.73126,,
GNB,1993,1280.342,,
HTI,1993,1443.1808,,
HND,1993,3216.8804,,
HKG,1993,31242.2,,
HUN,1993,9294.464,,
ISL,1993,26833.8,,
IND,1993,2176.4277,,
IDN,1993,4837.1313,,
IRN,1993,6914.7666,,
IRQ,1993,2132.3823,,
IRL,1993,20627.078,,
ISR,1993,21484.979,,
ITA,1993,26902.398,,
JAM,1993,6414.475,,
JPN,1993,30920.66,,
JOR,1993,6460.6626,,
KAZ,1993,9173.638,,
KEN,1993,1698.2542,,
KWT,1993,19955.314,,
KGZ,1993,3764.9421,,
LAO,1993,1622.5546,,
LVA,1993,8439.33,,
LBN,1993,5053.2803,,
LSO,1993,1903.6763,,
LBR,1993,560.333,,
LBY,1993,6190.681,,
LTU,1993,8621.097,,
LUX,1993,40179.496,,
MDG,1993,1154.1895,,
MWI,1993,865.7632,,
MYS,1993,10131.93,,
MLI,1993,1115.1002,,
MLT,1993,14840.319,,
MRT,1993,1668.722,,
MUS,1993,12228.814,,
MEX,1993,10357.829,,
MDA,1993,5383.8584,,
MNG,1993,1846.2256,,
MNE,1993,2981.8047,,
MAR,1993,4097.281,,
MOZ,1993,1439.2897,,
MMR,1993,1321.8102,,
NAM,1993,5294.2427,,
NPL,1993,1385.2411,,
NLD,1993,28879.996,,
NZL,1993,21897.676,,
NIC,1993,2114.692,,
NER,1993,771.54144,,
NGA,1993,1817.7495,,
PRK,1993,1996.2933,,
MKD,1993,7317.835,,
NOR,1993,34819.516,,
OMN,1993,13226.644,,
PAK,1993,2777.332,,
PSE,1993,5527.995,,
PAN,1993,8450.672,,
PRY,1993,5270.8994,,
PER,1993,4857.021,,
PHL,1993,3427.1294,,
POL,1993,8229.529,,
PRT,1993,18519.934,,
PRI,1993,19278.627,,
QAT,1993,16221.046,,
ROU,1993,5055.917,,
RUS,1993,9789.066,,
RWA,1993,1110.9209,,
LCA,1993,5804.0557,,
STP,1993,2183.8743,,
SAU,1993,18101.092,,
SEN,1993,1906.8239,,
SRB,1993,4673.6416,,
SYC,1993,10009.914,,
SLE,1993,1405.1628,,
SGP,1993,27073.715,,
SVK,1993,10481.115,,
SVN,1993,15872.12,,
ZAF,1993,5965.9116,,
KOR,1993,16503.434,,
ESP,1993,20056.54,,
LKA,1993,4247.023,,
SWE,1993,26558.824,,
CHE,1993,34625.535,,
SYR,1993,10072.486,,
TWN,1993,19087.598,,
TJK,1993,2482.4136,,
TZA,1993,900.4133,,
THA,1993,8964.292,,
TGO,1993,1003.16486,,
TTO,1993,13745.797,,
TUN,1993,5843.0684,,
TUR,1993,9865.301,,
TKM,1993,4604.3843,,
OWID_USS,1993,8199.73,,
UGA,1993,959.1882,,
UKR,1993,7090.2573,,
ARE,1993,25558.756,,
GBR,1993,26349.342,,
USA,1993,37761.535,,
URY,1993,11581.705,,
UZB,1993,5193.4644,,
VEN,1993,14693.902,,
VNM,1993,1894.8586,,
YEM,1993,3712.341,,
OWID_YGS,1993,5552.537,,
ZMB,1993,1312.337,,
ZWE,1993,1948.9105,,
AFG,1994,428.42456,,
ALB,1994,3399.7102,,
DZA,1994,4856.9854,,
AGO,1994,1120.8481,,
ARG,1994,13571.38,,
ARM,1994,4392.98,,
AUS,1994,29844.172,,
AUT,1994,28780.76,,
AZE,1994,3453.3638,,
BHR,1994,9935.004,,
BGD,1994,1136.4185,,
BRB,1994,11405.56,,
BLR,1994,7932.001,,
BEL,1994,28706.5,,
BEN,1994,1731.8035,,
BOL,1994,3765.1694,,
BIH,1994,3017.001,,
BWA,1994,5946.4272,,
BRA,1994,8615.688,,
BGR,1994,8212.297,,
BFA,1994,1189.1213,,
BDI,1994,1057.6414,,
KHM,1994,1416.4637,,
CMR,1994,1615.5973,,
CAN,1994,30745.822,,
CPV,1994,2291.0803,,
CAF,1994,952.0174,,
TCD,1994,713.8271,,
CHL,1994,12692.551,,
CHN,1994,3730.164,,
COL,1994,8447.857,,
COM,1994,1136.7435,,
COG,1994,3635.9893,,
CRI,1994,8479.568,,
CIV,1994,1951.5408,,
HRV,1994,9352.584,,
CUB,1994,2683.0984,,
CYP,1994,17210.986,,
CZE,1994,13517.582,,
OWID_CZS,1994,12358.111,,
COD,1994,525.38873,,
DNK,1994,32359.297,,
DJI,1994,2175.3618,,
DMA,1994,4459.365,,
DOM,1994,4597.151,,
ECU,1994,6940.0903,,
EGY,1994,4746.5884,,
SLV,1994,4316.398,,
GNQ,1994,3081.1526,,
EST,1994,12070.061,,
SWZ,1994,4134.208,,
ETH,1994,731.7509,,
FIN,1994,24797.66,,
,1994,1386.1075,,
FRA,1994,28907.977,,
GAB,1994,9192.5625,,
GMB,1994,1345.035,,
GEO,1994,3463.476,,
DEU,1994,28140.057,,
GHA,1994,1813.6117,,
GRC,1994,16724.287,,
GTM,1994,5414.541,,
GIN,1994,882.49445,,
GNB,1994,1284.927,,
HTI,1994,1262.337,,
HND,1994,3105.972,,
HKG,1994,32219.357,,
HUN,1994,9772.224,,
ISL,1994,27457.807,,
IND,1994,2254.899,,
IDN,1994,5140.025,,
IRN,1994,6884.706,,
IRQ,1994,2108.538,,
IRL,1994,22004.814,,
ISR,1994,22128.805,,
ITA,1994,27668.258,,
JAM,1994,6517.052,,
JPN,1994,31135.428,,
JOR,1994,6538.1733,,
KAZ,1994,8178.791,,
KEN,1994,1729.7172,,
KWT,1994,24532.414,,
KGZ,1994,2993.828,,
LAO,1994,1718.1158,,
LVA,1994,8704.267,,
LBN,1994,5585.667,,
LSO,1994,1924.0946,,
LBR,1994,418.12158,,
LBY,1994,6645.0767,,
LTU,1994,7830.0054,,
LUX,1994,40990.71,,
MDG,1994,1132.1718,,
MWI,1994,791.55005,,
MYS,1994,10867.256,,
MLI,1994,1111.7854,,
MLT,1994,15539.06,,
MRT,1994,1732.9971,,
MUS,1994,12381.066,,
MEX,1994,10721.008,,
MDA,1994,3662.2087,,
MNG,1994,1955.4773,,
MNE,1994,3073.9207,,
MAR,1994,4461.0625,,
MOZ,1994,1312.3721,,
MMR,1994,1373.9629,,
NAM,1994,5545.4624,,
NPL,1994,1456.0203,,
NLD,1994,29727.557,,
NZL,1994,23076.857,,
NIC,1994,2154.299,,
NER,1994,776.80255,,
NGA,1994,1820.3046,,
PRK,1994,1925.956,,
MKD,1994,7154.067,,
NOR,1994,37492.836,,
OMN,1994,14079.533,,
PAK,1994,2855.9062,,
PSE,1994,5893.47,,
PAN,1994,8549.647,,
PRY,1994,5305.5005,,
PER,1994,5361.423,,
PHL,1994,3529.0073,,
POL,1994,8721.827,,
PRT,1994,18819.027,,
PRI,1994,20213.115,,
QAT,1994,17955.314,,
ROU,1994,5427.071,,
RUS,1994,8743.747,,
RWA,1994,707.2971,,
LCA,1994,5945.7686,,
STP,1994,2204.8767,,
SAU,1994,18678.932,,
SEN,1994,1847.5983,,
SRB,1994,4910.8164,,
SYC,1994,10060.825,,
SLE,1994,1500.2092,,
SGP,1994,29454.613,,
SVK,1994,11063.948,,
SVN,1994,16664.705,,
ZAF,1994,6172.9736,,
KOR,1994,17720.395,,
ESP,1994,20673.955,,
LKA,1994,4500.8193,,
SWE,1994,27505.955,,
CHE,1994,35423.83,,
SYR,1994,9969.374,,
TWN,1994,20269.266,,
TJK,1994,1928.3185,,
TZA,1994,904.75745,,
THA,1994,9499.518,,
TGO,1994,1145.7776,,
TTO,1994,13350.896,,
TUN,1994,5968.8447,,
TUR,1994,9308.695,,
TKM,1994,3769.6248,,
OWID_USS,1994,7166.3936,,
UGA,1994,994.5334,,
UKR,1994,5585.413,,
ARE,1994,28334.582,,
GBR,1994,27277.543,,
USA,1994,38807.28,,
URY,1994,12344.15,,
UZB,1994,4744.458,,
VEN,1994,14129.278,,
VNM,1994,2018.3507,,
YEM,1994,3775.0696,,
OWID_YGS,1994,5851.691,,
ZMB,1994,1142.2018,,
ZWE,1994,2110.712,,
AFG,1995,632.94037,,
ALB,1995,3666.6506,,
DZA,1995,5142.384,,
AGO,1995,1319.1589,,
ARG,1995,13086.036,,
ARM,1995,4703.131,,
AUS,1995,30690.062,,
AUT,1995,29621.682,,
AZE,1995,2999.319,,
BHR,1995,10695.393,,
BGD,1995,1182.9514,,
BRB,1995,11473.859,,
BLR,1995,6993.622,,
BEL,1995,29370.088,,
BEN,1995,1835.5746,,
BOL,1995,3865.438,,
BIH,1995,3237.3074,,
BWA,1995,6318.4766,,
BRA,1995,8951.694,,
BGR,1995,8566.603,,
BFA,1995,1191.3074,,
BDI,1995,934.20306,,
KHM,1995,1439.2865,,
CMR,1995,1648.6416,,
CAN,1995,31330.72,,
CPV,1995,2444.903,,
CAF,1995,978.55664,,
TCD,1995,700.70764,,
CHL,1995,13715.933,,
CHN,1995,3999.7292,,
COL,1995,8735.884,,
COM,1995,1166.9369,,
COG,1995,3763.5957,,
CRI,1995,8576.423,,
CIV,1995,2035.1682,,
HRV,1995,10180.252,,
CUB,1995,2860.7573,,
CYP,1995,18751.486,,
CZE,1995,14550.1045,,
OWID_CZS,1995,13181.292,,
COD,1995,531.9909,,
DNK,1995,33356.14,,
DJI,1995,2262.4287,,
DMA,1995,4606.734,,
DOM,1995,4851.629,,
ECU,1995,6985.1553,,
EGY,1995,5001.067,,
SLV,1995,4592.2837,,
GNQ,1995,3364.6326,,
EST,1995,12881.278,,
SWZ,1995,4383.6777,,
ETH,1995,744.1418,,
FIN,1995,25761.625,,
,1995,1467.7085,,
FRA,1995,29418.863,,
GAB,1995,9833.989,,
GMB,1995,1317.2426,,
GEO,1995,3610.8408,,
DEU,1995,28868.945,,
GHA,1995,1856.5728,,
GRC,1995,17148.197,,
GTM,1995,5501.042,,
GIN,1995,906.2644,,
GNB,1995,1310.1874,,
HTI,1995,1378.5417,,
HND,1995,3163.8262,,
HKG,1995,31941.908,,
HUN,1995,10134.834,,
ISL,1995,27235.834,,
IND,1995,2355.9631,,
IDN,1995,5494.904,,
IRN,1995,7093.735,,
IRQ,1995,1996.9279,,
IRL,1995,24266.143,,
ISR,1995,23378.16,,
ITA,1995,28666.352,,
JAM,1995,6656.283,,
JPN,1995,31887.277,,
JOR,1995,6760.1084,,
KAZ,1995,7674.0635,,
KEN,1995,1789.8945,,
KWT,1995,27552.96,,
KGZ,1995,2776.0303,,
LAO,1995,1801.5441,,
LVA,1995,8709.07,,
LBN,1995,6095.397,,
LSO,1995,1888.699,,
LBR,1995,377.58008,,
LBY,1995,6898.952,,
LTU,1995,8299.47,,
LUX,1995,40838.566,,
MDG,1995,1129.8485,,
MWI,1995,906.879,,
MYS,1995,11725.093,,
MLI,1995,1100.2433,,
MLT,1995,16417.174,,
MRT,1995,1686.1978,,
MUS,1995,12567.928,,
MEX,1995,9944.953,,
MDA,1995,3558.8267,,
MNG,1995,2147.8286,,
MNE,1995,3571.0723,,
MAR,1995,4156.9253,,
MOZ,1995,1165.8102,,
MMR,1995,1423.6505,,
NAM,1995,5638.7666,,
NPL,1995,1468.079,,
NLD,1995,30680.348,,
NZL,1995,23751.902,,
NIC,1995,2264.0925,,
NER,1995,702.4934,,
NGA,1995,1851.0375,,
PRK,1995,1816.009,,
MKD,1995,7039.1196,,
NOR,1995,40043.797,,
OMN,1995,15292.176,,
PAK,1995,2947.6826,,
PSE,1995,5756.845,,
PAN,1995,8555.783,,
PRY,1995,5463.623,,
PER,1995,5668.0327,,
PHL,1995,3637.6255,,
POL,1995,9408.274,,
PRT,1995,19262.031,,
PRI,1995,21267.377,,
QAT,1995,19959.703,,
ROU,1995,6014.69,,
RUS,1995,8586.323,,
RWA,1995,1049.2385,,
LCA,1995,6095.83,,
STP,1995,2219.4814,,
SAU,1995,19223.332,,
SEN,1995,1886.5428,,
SRB,1995,5325.4883,,
SYC,1995,10135.096,,
SLE,1995,1383.1082,,
SGP,1995,30957.287,,
SVK,1995,11874.398,,
SVN,1995,17816.8,,
ZAF,1995,6406.428,,
KOR,1995,19089.299,,
ESP,1995,21522.098,,
LKA,1995,4702.295,,
SWE,1995,28519.443,,
CHE,1995,36004.23,,
SYR,1995,9856.483,,
TWN,1995,21329.686,,
TJK,1995,1666.184,,
TZA,1995,931.00275,,
THA,1995,10080.208,,
TGO,1995,1170.5977,,
TTO,1995,14187.659,,
TUN,1995,6048.7476,,
TUR,1995,9962.536,,
TKM,1995,3473.6802,,
OWID_USS,1995,6887.73,,
UGA,1995,1054.714,,
UKR,1995,5024.1816,,
ARE,1995,31239.918,,
GBR,1995,27861.215,,
USA,1995,39390.625,,
URY,1995,12092.639,,
UZB,1995,4535.263,,
VEN,1995,14448.282,,
VNM,1995,2167.042,,
YEM,1995,3823.3188,,
OWID_YGS,1995,6285.9087,,
ZMB,1995,1180.9438,,
ZWE,1995,2102.8599,,
AFG,1996,600.1753,,
ALB,1996,3965.6853,,
DZA,1996,5451.6343,,
AGO,1996,1533.9839,,
ARG,1996,13715.227,,
ARM,1996,4811.4897,,
AUS,1996,31740.47,,
AUT,1996,30413.156,,
AZE,1996,3074.2197,,
BHR,1996,11640.821,,
BGD,1996,1234.0841,,
BRB,1996,11760.825,,
BLR,1996,7128.3545,,
BEL,1996,29820.299,,
BEN,1996,1840.4858,,
BOL,1996,3959.4453,,
BIH,1996,4915.325,,
BWA,1996,6647.7676,,
BRA,1996,9124.516,,
BGR,1996,7901.1235,,
BFA,1996,1255.7749,,
BDI,1996,824.5116,,
KHM,1996,1450.5251,,
CMR,1996,1710.106,,
CAN,1996,31594.242,,
CPV,1996,2594.0996,,
CAF,1996,885.8864,,
TCD,1996,694.10504,,
CHL,1996,14433.319,,
CHN,1996,4219.644,,
COL,1996,8770.583,,
COM,1996,1141.6016,,
COG,1996,3988.8772,,
CRI,1996,8446.781,,
CIV,1996,2179.0356,,
HRV,1996,11030.079,,
CUB,1996,3249.6353,,
CYP,1996,18875.29,,
CZE,1996,15386.32,,
OWID_CZS,1996,13981.783,,
COD,1996,523.86804,,
DNK,1996,34325.44,,
DJI,1996,2081.9954,,
DMA,1996,4894.842,,
DOM,1996,5198.5664,,
ECU,1996,6993.644,,
EGY,1996,5293.1006,,
SLV,1996,4671.339,,
GNQ,1996,4426.338,,
EST,1996,13547.661,,
SWZ,1996,4514.5493,,
ETH,1996,782.99414,,
FIN,1996,26637.266,,
,1996,1551.8574,,
FRA,1996,29736.645,,
GAB,1996,10389.21,,
GMB,1996,1336.8473,,
GEO,1996,4030.8848,,
DEU,1996,29349.982,,
GHA,1996,1907.9348,,
GRC,1996,17719.557,,
GTM,1996,5511.905,,
GIN,1996,927.12946,,
GNB,1996,1337.4675,,
HTI,1996,1426.4126,,
HND,1996,3210.2703,,
HKG,1996,32261.803,,
HUN,1996,10359.182,,
ISL,1996,28277.787,,
IND,1996,2475.568,,
IDN,1996,5851.2954,,
IRN,1996,7746.409,,
IRQ,1996,2337.5227,,
IRL,1996,26562.908,,
ISR,1996,23979.996,,
ITA,1996,29231.275,,
JAM,1996,6648.933,,
JPN,1996,32784.156,,
JOR,1996,6783.229,,
KAZ,1996,7826.8574,,
KEN,1996,1851.2814,,
KWT,1996,29612.66,,
KGZ,1996,2901.5542,,
LAO,1996,1899.8959,,
LVA,1996,8947.269,,
LBN,1996,6567.4004,,
LSO,1996,1931.6608,,
LBR,1996,391.0859,,
LBY,1996,7543.9355,,
LTU,1996,8793.701,,
LUX,1996,40687.902,,
MDG,1996,1132.4437,,
MWI,1996,972.82135,,
MYS,1996,12668.668,,
MLI,1996,1130.5096,,
MLT,1996,16932.047,,
MRT,1996,1873.0509,,
MUS,1996,12841.931,,
MEX,1996,10386.499,,
MDA,1996,3305.4966,,
MNG,1996,2271.7988,,
MNE,1996,4663.16,,
MAR,1996,4603.652,,
MOZ,1996,1325.5953,,
MMR,1996,1469.0317,,
NAM,1996,5687.1167,,
NPL,1996,1511.7336,,
NLD,1996,31811.738,,
NZL,1996,24321.248,,
NIC,1996,2395.2021,,
NER,1996,712.85583,,
NGA,1996,1924.0884,,
PRK,1996,1733.0995,,
MKD,1996,7095.1665,,
NOR,1996,43133.145,,
OMN,1996,16491.168,,
PAK,1996,2979.808,,
PSE,1996,5320.2554,,
PAN,1996,8652.076,,
PRY,1996,5360.743,,
PER,1996,5739.79,,
PHL,1996,3790.7788,,
POL,1996,10066.171,,
PRT,1996,19939.31,,
PRI,1996,21856.018,,
QAT,1996,22395.264,,
ROU,1996,6476.4746,,
RUS,1996,8479.381,,
RWA,1996,976.4079,,
LCA,1996,6330.9346,,
STP,1996,2221.0535,,
SAU,1996,20280.494,,
SEN,1996,1866.3423,,
SRB,1996,5710.197,,
SYC,1996,10468.99,,
SLE,1996,1060.5624,,
SGP,1996,32724.488,,
SVK,1996,12622.909,,
SVN,1996,18376.246,,
ZAF,1996,6725.791,,
KOR,1996,20204.56,,
ESP,1996,22185.066,,
LKA,1996,5187.709,,
SWE,1996,29012.105,,
CHE,1996,36720.492,,
SYR,1996,9517.372,,
TWN,1996,22390.053,,
TJK,1996,1559.5212,,
TZA,1996,979.7304,,
THA,1996,10458.358,,
TGO,1996,1215.74,,
TTO,1996,15004.265,,
TUN,1996,6388.394,,
TUR,1996,10644.634,,
TKM,1996,3226.9849,,
OWID_USS,1996,6786.942,,
UGA,1996,1091.5275,,
UKR,1996,4636.6265,,
ARE,1996,34042.742,,
GBR,1996,28472.248,,
USA,1996,40412.75,,
URY,1996,12660.163,,
UZB,1996,4452.882,,
VEN,1996,14211.81,,
VNM,1996,2323.0464,,
YEM,1996,3855.572,,
OWID_YGS,1996,6938.2065,,
ZMB,1996,1260.7262,,
ZWE,1996,2292.4875,,
AFG,1997,570.59814,,
ALB,1997,3526.9856,,
DZA,1997,5638.48,,
AGO,1997,1687.3177,,
ARG,1997,14722.6455,,
ARM,1997,4836.0444,,
AUS,1997,32857.992,,
AUT,1997,31173.049,,
AZE,1997,3347.6125,,
BHR,1997,12528.39,,
BGD,1997,1291.5126,,
BRB,1997,12124.509,,
BLR,1997,7885.0195,,
BEL,1997,30894.283,,
BEN,1997,1867.6058,,
BOL,1997,4079.5378,,
BIH,1997,5913.081,,
BWA,1997,7152.1475,,
BRA,1997,9409.946,,
BGR,1997,7927.429,,
BFA,1997,1268.2632,,
BDI,1997,800.27203,,
KHM,1997,1466.3667,,
CMR,1997,1780.4967,,
CAN,1997,32709.691,,
CPV,1997,2777.465,,
CAF,1997,917.48,,
TCD,1997,719.15314,,
CHL,1997,15079.831,,
CHN,1997,4310.828,,
COL,1997,8952.473,,
COM,1997,1177.5825,,
COG,1997,3899.7627,,
CRI,1997,8683.948,,
CIV,1997,2288.8086,,
HRV,1997,11997.593,,
CUB,1997,3425.5618,,
CYP,1997,19264.787,,
CZE,1997,15494.317,,
OWID_CZS,1997,14199.408,,
COD,1997,489.64215,,
DNK,1997,35499.062,,
DJI,1997,2080.5134,,
DMA,1997,5170.808,,
DOM,1997,5616.89,,
ECU,1997,7181.101,,
EGY,1997,5594.597,,
SLV,1997,4882.68,,
GNQ,1997,8445.645,,
EST,1997,15074.775,,
SWZ,1997,4620.9185,,
ETH,1997,815.14545,,
FIN,1997,28239.875,,
,1997,1714.3776,,
FRA,1997,30341.807,,
GAB,1997,11202.839,,
GMB,1997,1308.4867,,
GEO,1997,4480.898,,
DEU,1997,30186.945,,
GHA,1997,1964.9125,,
GRC,1997,18588.295,,
GTM,1997,5601.2075,,
GIN,1997,976.49664,,
GNB,1997,1388.1027,,
HTI,1997,1456.2339,,
HND,1997,3303.2676,,
HKG,1997,33385.82,,
HUN,1997,10942.326,,
ISL,1997,29939.143,,
IND,1997,2514.0217,,
IDN,1997,6055.8486,,
IRN,1997,8113.724,,
IRQ,1997,2337.948,,
IRL,1997,29455.92,,
ISR,1997,24226.73,,
ITA,1997,29960.7,,
JAM,1997,6523.636,,
JPN,1997,33038.293,,
JOR,1997,6942.459,,
KAZ,1997,8093.796,,
KEN,1997,1846.3738,,
KWT,1997,31511.191,,
KGZ,1997,3114.675,,
LAO,1997,2002.236,,
LVA,1997,9773.499,,
LBN,1997,6581.053,,
LSO,1997,1940.3105,,
LBR,1997,701.7854,,
LBY,1997,8422.215,,
LTU,1997,9592.64,,
LUX,1997,42311.344,,
MDG,1997,1152.1545,,
MWI,1997,1005.8521,,
MYS,1997,13344.57,,
MLI,1997,1160.9517,,
MLT,1997,17694.79,,
MRT,1997,1799.8252,,
MUS,1997,13198.295,,
MEX,1997,11030.343,,
MDA,1997,3322.479,,
MNG,1997,2445.0127,,
MNE,1997,5121.728,,
MAR,1997,4469.19,,
MOZ,1997,1323.6936,,
MMR,1997,1505.9805,,
NAM,1997,5796.632,,
NPL,1997,1558.3988,,
NLD,1997,33199.633,,
NZL,1997,24802.129,,
NIC,1997,2482.691,,
NER,1997,693.1094,,
NGA,1997,1977.2856,,
PRK,1997,1604.8995,,
MKD,1997,7179.0264,,
NOR,1997,46556.48,,
OMN,1997,18518.48,,
PAK,1997,2986.7056,,
PSE,1997,5598.021,,
PAN,1997,9054.722,,
PRY,1997,5399.426,,
PER,1997,6027.8164,,
PHL,1997,3928.0144,,
POL,1997,10811.274,,
PRT,1997,20810.178,,
PRI,1997,23069.027,,
QAT,1997,30989.15,,
ROU,1997,6446.418,,
RUS,1997,8813.35,,
RWA,1997,932.0059,,
LCA,1997,6344.7847,,
STP,1997,2209.4182,,
SAU,1997,21087.428,,
SEN,1997,1866.3911,,
SRB,1997,6288.024,,
SYC,1997,12233.05,,
SLE,1997,885.29846,,
SGP,1997,34868.066,,
SVK,1997,13335.459,,
SVN,1997,19258.945,,
ZAF,1997,6950.4717,,
KOR,1997,21055.945,,
ESP,1997,23113.615,,
LKA,1997,5628.5303,,
SWE,1997,29862.666,,
CHE,1997,38165.477,,
SYR,1997,8826.773,,
TWN,1997,23437.768,,
TJK,1997,1552.6323,,
TZA,1997,1017.1681,,
THA,1997,9995.618,,
TGO,1997,1226.327,,
TTO,1997,15931.672,,
TUN,1997,6680.1035,,
TUR,1997,11432.437,,
TKM,1997,2856.1487,,
OWID_USS,1997,7031.83,,
UGA,1997,1107.501,,
UKR,1997,4612.4043,,
ARE,1997,38168.465,,
GBR,1997,29259.764,,
USA,1997,41722.67,,
URY,1997,13226.478,,
UZB,1997,4529.3345,,
VEN,1997,14894.337,,
VNM,1997,2466.8735,,
YEM,1997,3927.6804,,
OWID_YGS,1997,7697.6787,,
ZMB,1997,1311.357,,
ZWE,1997,2326.5388,,
AFG,1998,545.03876,,
ALB,1998,3873.373,,
DZA,1998,6069.7773,,
AGO,1998,1811.1681,,
ARG,1998,15185.959,,
ARM,1998,4994.053,,
AUS,1998,34337.14,,
AUT,1998,32376.33,,
AZE,1998,3550.364,,
BHR,1998,13776.008,,
BGD,1998,1348.1499,,
BRB,1998,12384.762,,
BLR,1998,8481.967,,
BEL,1998,31480.744,,
BEN,1998,1862.7557,,
BOL,1998,4205.6943,,
BIH,1998,6589.637,,
BWA,1998,7185.2725,,
BRA,1998,9419.107,,
BGR,1998,8322.082,,
BFA,1998,1293.5734,,
BDI,1998,808.3241,,
KHM,1998,1476.296,,
CMR,1998,1847.2189,,
CAN,1998,33785.746,,
CPV,1998,2999.6245,,
